title,url
Samsung Galaxy S20+ Plus 5G G986U Unlocked 128GB,https://www.ebay.com/itm/334582858558?epid=24036887789&hash=item4de6b1433e:g:-dMAAOSwEIpjPWyW&amdata=enc%3AAQAHAAAA4HZ2T%2BKkapvoUpNvG6xgziEGaxtnqGlB3%2F8ELVlNH3rBqifMv6uTda8ms%2Bn3kUOz%2F4oqF7ZnWxWowLke4XskBWgOhSR6Gc7J34K4YvDlQGPFPQWt3xS3v%2BCleweKpbAWXohBcQgGFU8u9M5H2YEdUh%2BfrztsDCyHrnez0CmmsO4uWXTut2mrqEdunH43lGfMlWE%2Bmi56vJRHkPcKBHbspfZ7TuphAuWjJ3HpyqMqn1m9cWvsRt88dH4Zl7JvczvNZpuv13uGmEwhIQGK62XfXrEhYr2QtHUT%2B7uTQm2uhaUb%7Ctkp%3ABFBM_s6jlelh&var=543682799869
,https://www.ebay.com/p/19040790339?iid=294574166878&var=593296076580
Samsung Galaxy S20 | S20+ | S20 FE | S20 Ultra 5G 128GB - Unlocked Verizon AT&T,https://www.ebay.com/p/27043765755?iid=265959603760&var=565811646027
Samsung Galaxy Z Flip3 5G SM-F711U - 256GB - (Unlocked) - B Stock - Spot,https://www.ebay.com/p/22048607335?iid=185823464681&var=693780541148
Samsung Galaxy S21 5G SM-G991U 128GB Unlocked Smartphone - Good,https://www.ebay.com/p/28043687656?iid=195096160016&var=494943568074
NEW UNLOCKED SAMSUNG GALAXY S21 ULTRA 5G SM-G998U ALL COLORS AND MEMORY GSM+CDMA,https://www.ebay.com/p/13043687483?iid=204252543375&var=504820734119
Samsung Galaxy S20 FE 5G SM-G781U 128GB Cloud Navy Factory Unlocked 10/10 MINT!,https://www.ebay.com/p/19041200788?iid=115679349085
,https://www.ebay.com/itm/275382780260?hash=item401e17c164:g:cO4AAOSw6jdjdqXo&var=575822481148
Samsung Galaxy S22 SM-S901U - 128GB - All Colors - (T-Mobile Locked) - Good,https://www.ebay.com/itm/185540908487?hash=item2b331995c7:g:FC8AAOSw~kpi~A3O&var=693381105094
Samsung Galaxy A53 5G 128GB - Black SM-A536 (Unlocked T-Mobile AT&T) Open Box,https://www.ebay.com/p/9052996590?iid=275544148948&var=576542267879
Samsung S20+ Plus 5G Unlocked G986U 128GB Spot,https://www.ebay.com/p/25055820570?iid=295269545611&var=593458929679
Samsung Galaxy S21 | S21+ Plus 5G 128GB - (Unlocked) Verizon T-Mobile AT&T,https://www.ebay.com/p/8043691369?iid=266153124820&var=565984831287
,https://www.ebay.com/itm/334228691030?epid=27040076768&hash=item4dd1951856:g:-uIAAOSwh2Jhm7sf&amdata=enc%3AAQAHAAAA4OepQkzB0aQ0Ke8dhcA0jJtt3WMiTP%2FqsHlXEGlu9e%2BpCd5DyvhQB2eTS4Gt02VzsS8nqHjFafjNZL9qHQcaS1HMIKhfyQfAjBoxx1Ic0tC0z%2FN4gRkj0Qmm%2BtMz8PViM5nbRVYVSKXovnyJVPBKMJH2jxXxE%2BBvY%2BdFCNrzwb%2B8rk5HnE9EktOSNph2YsFfoiVCrHNb80AC9XiHMMJbpXMCjnHaMoLyWnm4%2B%2FjQZDOowN28lpCHJ5laYELQ%2B9ac5sezl%2B7YzVXyVi4b7sTS9XYsF4n3w4Zc%2FnssoEZN7AYi%7Ctkp%3ABFBMgM-jlelh&var=543728333620
Samsung Galaxy A11 - UNLOCKED,https://www.ebay.com/itm/274655053879?epid=8045797747&hash=item3ff2b78837:g:9z0AAOSw0D1in7UP&amdata=enc%3AAQAHAAAA0LHMWCTFIkm6HaXGCy73Fs6mSDtildgYhCRFUMWiIiHI1nRgCyslC%2FQCY1eRuHuVgrD1dFcgnH65y%2FirJFCamlNo3hSQeDSk2pFZkFRemLs%2BqAr%2BG2WtzaGIQkvOSEEfjxHD5NVborxUMrH7u6Tpl84UCTNTvXKo3mq3aEOvR%2BpovwSjgCgQKJxwiVNu%2FkL9zM2345L0ExMqGl7nEabhqdChvmOCuPaLNxnBAPEDQIgBEyroHKOLRjR1k1a2I3zAwIqEl8LDJrtb3zm6V6hfkW0%3D%7Ctkp%3ABFBMgM-jlelh
New AT&T Samsung Galaxy S21 FE 5G SM-G990U 128GB Graphite (US Model),https://www.ebay.com/itm/155401149618?epid=22051766050&hash=item242ea15cb2:g:MZ4AAOSw2Zxj5YFe&amdata=enc%3AAQAHAAAA4Pj0wdqc03GR8FHqRCVchXyQB1Sj3Jo3Axjy1In3pQDhNwGVSxTagTZ13OuBdjgpDGH9vZ11edwEwoKVqSeTMSlLU8XwqVkN5WoExq35da2SJHGYd2WQLk%2FTrjX72y%2FKTvdbpP9x8aKKGPv%2BLrInyFNCGlJarJXhJKn8fFx4lf7gNuK8a4Sy%2FjKq7i%2FWGn5df7DlhZ0Krk4MhdQn%2BeIKsRQtyFyD%2FtOE0yiM9tmAN4%2Bm3y4eo9IdL5vh1uoaD5prws3%2BYMXNvN03yUMhQAp7RJjfh2pUIlsy%2FpoUwb75lQUL%7Ctkp%3ABFBMgM-jlelh
Samsung Galaxy S20 FE 5G - 128GB - Factory Unlocked - Excellent Condition,https://www.ebay.com/itm/115014458990?epid=19041200788&hash=item1ac7655e6e:g:X9kAAOSwJZhhUh73&amdata=enc%3AAQAHAAAA4DBOZde6kxQDgZpo2vJKHyUpxQgwAEHmm6UftU%2BvGxl4YBkmxOWbapv3yQC628Ud2yfgCeRGISKq%2BodxGhbuIN7UtndFY9S9MwUTTm7wedGVcJyMiG1aNVFO6VD6rJsdBaZUowhlY8EHJ5coLSQlSHcqWHtx%2FkJfCGoZesIRbZ%2FrhZq7dcZAdpVeUwA%2FusOs9d65NHdYBD6e%2FaXgo12GRS8HXdOTQFz7EYmHsPRcEYM3HFtWcHH02jxBROQZ7UNmBBpxttKR%2Bht%2BXgWdhjnLWfJRtYx7yKfjYjugZ8v%2B2jCj%7Ctkp%3ABFBMgM-jlelh&var=415106806388
Samsung Galaxy Note 9 N960U 128GB Factory Unlocked Smartphone,https://www.ebay.com/p/9025368407?iid=325334675201&var=514254506102
Samsung Galaxy Note10+ Plus SM-N975U 256GB All Colors (Unlocked) Heavy Scratch,https://www.ebay.com/p/24056237871?iid=175501857704&var=474823692575
Samsung Galaxy Note 10 | Note 10+ Plus 256GB - (Unlocked) T-Mobile AT&T Verizon,https://www.ebay.com/p/9057218890?iid=255640405570&var=555574989561
Samsung Galaxy S20 5G G981U Unlocked 128GB Spot,https://www.ebay.com/p/26036898531?iid=294824352820&var=593305727778
BRAND NEW Samsung Galaxy S21 S21+ plus S21 Ultra Unlocked smartphone BRAND NEW,https://www.ebay.com/p/3057122441?iid=374531095602&var=643502343640&rt=nc
Samsung Galaxy S22 Ultra SM-S908U - (Unlocked) - COLOR AND SIZE OPTIONS,https://www.ebay.com/p/2323332005?iid=256014591149&var=555949331688
Samsung Galaxy S20+ Plus 5G G986U Unlocked 128GB Open Box,https://www.ebay.com/itm/334582850759?epid=20036893230&hash=item4de6b124c7:g:Xo8AAOSw9ChjPWq5&amdata=enc%3AAQAHAAAA4EktGa8xSgOEtqq%2Fb61DC5FpEmlPXCMwB5ySOweh3dIta3s7Nnu0zpfY0zxVEgTlfWzhnCn5xRtIBibR6fH%2BdwQXqsq0Qg%2FqIVKyEBwL41CtsteD0wiYOOeREyzemaDFBPKOy6Q0rDk0MEHBePca3MmP9MWOX1o%2FSdUAqFpVN5OhsnuWXVX2Z5iOC6Iu%2BTZ%2FdIYjtD%2F50Mtua99DBVCO31kBN6s62o3lIS8%2BFhOUz6e6TZqhRCfm9X41IkXwVH9V1mPrqVwOdqq0HZw5y%2BCR4yyrzPIYlCKnJDjBjmGTPGLc%7Ctkp%3ABFBMgM-jlelh&var=543682540513
Samsung Galaxy Z Flip 3 5G 256GB Unlocked  CONDTION 9/10. WANT TO SELL SOON.,https://www.ebay.com/itm/134517557010?epid=22048607335&hash=item1f51df0712:g:35EAAOSwNjZkJkcT&amdata=enc%3AAQAHAAAA4DxidcCNGneKpB5i5WM1c9xIRTNB2dxvmaZDauEyT%2FGijK0RgucEmATSL%2FukXeh%2BuU%2FJbgb9rKXpnxLsOoUl%2FUQw%2FTKSxG%2FDhMAZUaluFk0ZvznpiK3BB9hLQUIivUWJC%2Fzb1Dl1JJ5WnqHZlX8PIpw4LpMRGyg4hwupX8Sx6cyoXYP69gcGJOhw%2F2eOB41j8gRFupI2mygrCaafVAGpe%2BLWnfXomUprj%2F7h2rMPaW2Xq6QPG5p5UPgWQ6RcgyR8A7yMxmLFJVJSeb4QprpHoXyktwmZmefu3qXRjs0TFi%2FN%7Ctkp%3ABFBMgM-jlelh
Samsung Galaxy Note 10+ Plus N975U - All Colors - Factory Unlocked - EXCELLENT -,https://www.ebay.com/p/26035820207?iid=255660131947&var=555596369794
Samsung Galaxy S9+ Plus SM-G965U 64GB (Unlocked) C Stock - Heavy Burn,https://www.ebay.com/p/6051639270?iid=175317362401&var=474544508508
New Sealed Samsung Galaxy A14 Smartphone 64GB Unlocked 4G Dual Sim All Colours,https://www.ebay.com/itm/225486419532?hash=item348009b64c:g:0H4AAOSwEwdkFhML&var=524491777994
"Samsung Galaxy S21, 5G, 128GB, Phantom Grey, Unlocked Brand New",https://www.ebay.com/p/26058018458?iid=256031870477&rt=nc
Samsung Galaxy S21 5G SM-G991U - 128GB - Gray - (T-Mobile) - New in Box,https://www.ebay.com/p/2314733154?iid=185505316866
NEW Samsung Galaxy S20 ULTRA 5G 128GB | 512GB Smartphone,https://www.ebay.com/p/23036905357?iid=225221356914&var=524160220284
Samsung Galaxy S10e SM-G970U - 128GB - All Colors - (Unlocked) - C Stock,https://www.ebay.com/p/13057292030?iid=195153562447&var=494970612105
,https://www.ebay.com/itm/334100136428?epid=26036898493&hash=item4dc9eb81ec:g:KmkAAOSwzNpjcon2&amdata=enc%3AAQAHAAAA4JJUCqBipkR2q65vB5LuEuOtoHN1B2HPnFGL7c%2FZVE6sdimYn3DVWg7bViZVlEZrpHnK%2F39OSDDKj5lDxW2S9pMVcvvTxBUW6L6zheUEvOfHeaRUTzAvYhigKh%2B0Cdk5SCA86QQl7sMDxp9YCiQasongzrYj7f%2BSLD0%2FBvAbqZlL9V3AJo1QFXA40CgAZWFOF%2BhQ7EI3cbAyK6yFwJpOC0j%2BRorvzb0qvOfGFMiwE3%2BIs2J7s%2FvZ01DshrXgOQMzuVIIJeAMsKxP%2BGlqQTJdBmcS8CJwL6SzOVL8m%2BoYvIXz%7Ctkp%3ABFBMuu-jlelh&var=543728047540
Samsung Galaxy S9 | S9+ Plus 64GB 128GB 256GB - Unlocked Verizon T-Mobile AT&T,https://www.ebay.com/itm/275209687401?epid=19028512262&hash=item4013c69169:g:n~wAAOSwXzRhjs1S&amdata=enc%3AAQAHAAAA4NXV5QzoaNzXMHg%2F4SBmom9KJzoiAXaxMcI7Q4uPnQ1d8e4YsM6HrdPeEQVTd06Mn4w6slT1iAjiF4Ih0WYTrETRyG1la%2F6tK%2B7VJpeu9J8oLsv%2B6n5CB2nDslJ0wG99LB6vWzufZU205%2FGxXsYckbr88y8Ay72G1qa5s3a1SA%2FJGavb44DmoN37FGqi9N1buEMUbQRUZn%2BxAlLKS5Of7ZmGlpSvoYvNc5X7Yb9Rt%2F82sCZsmwM9dCGCOiYtrOixSnyyoJ3IFhnc%2Fsk2mPbWoVYN0pLwixrRUIIzSL1DiIxB%7Ctkp%3ABFBMuu-jlelh&var=575482901370
SAMSUNG GALAXY S10+ PLUS Factory Unlocked 🔓  AT&T T-MOBILE VERIZON G975 COLORS,https://www.ebay.com/itm/255659784879?epid=27029461398&hash=item3b8682baaf:g:beQAAOSwJjNi6tCq&amdata=enc%3AAQAHAAAA4By%2BtoyPA7OqpuMYL4H77C1ixrIBr2FfsOMupbeirvD5EcjuOO%2F0PQj4yF7zZ5c18U6cDvHbOeA%2BuvCxqCxOUcYy4g%2BoC%2FXXbEmtDkIh%2B6xqLmwzzyBT%2BvrrKGrEAzO7ktvGe9YMJ1U6JloZzjNJG9XvoezBQX%2B1AYGvFcGHSubXnSvnATeu2CN2s15bQhSJ0NCInz1pvEdNDuS0TlRszYZuRXgpyT13YBMo5kxM2dBgC%2FSdj8GjXL7iqeqpV5ndzKgwnhRPZT%2FFZ0ylwPU8vhRKuMuywhd8fBLWzI4TzgcD%7Ctkp%3ABFBMuu-jlelh&var=555595954839
Samsung Galaxy A03S (64GB) Factory Unlocked Cell Phone 4G LTE (VoLTE)LAT New,https://www.ebay.com/itm/325325542850?hash=item4bbee9d5c2:g:8RgAAOSwU75hJuT1&amdata=enc%3AAQAHAAAA4CSPfwybzp20pvkrCr1MpJwIpA136B9BaRELMdMZqQOQXg3lQi4RJPab%2Fv6ZMwT3GgpE2cqt3WwGns%2FJgljyBJ9Fzei0pbHN%2BeEy6VztsIw2JbJFlRvngw23%2Br5zVN1v4%2FCeDkyy8jic1u4d6QuGCsycgTa7bvJt%2BRcPMg0gktWiz4Xt6In%2Bx2ye2P7rjbE1fktglnjDlgRx1yFhgIjQj2W211iDK5u0SNE%2Bx6YiV8G7vSui3t2u7xqzaLKWp2uRlPOgB%2Bj7GtVy6ayVhOjFUeJNaphhpMaRc8N7LagvrN5R%7Ctkp%3ABFBMvO-jlelh&var=514236003337
New Sealed Samsung Galaxy A13 Smartphone 128GB Unlocked 4G Dual Sim All Colours,https://www.ebay.com/itm/225489801085?hash=item34803d4f7d:g:drUAAOSw1whjvWxv&var=524499818461
Samsung Galaxy A03/A04/A13/A23/A22/A53 5G 128GB DualSIM Mobile Phone Cheapest UK,https://www.ebay.com/itm/354618311721?hash=item5290e60429:g:DWwAAOSwk8dj~hKE&var=623990377701
Samsung Galaxy A13 32GB 64GB 128GB DualSim Unlocked Black Blue Peach White 2022,https://www.ebay.com/itm/394107762626?hash=item5bc2a737c2:g:FIoAAOSw5CtioL4N&var=662999177835
Samsung Galaxy S10+ Plus - 128GB / 512GB / 1TB - Factory Unlocked - EXCELLENT -,https://www.ebay.com/p/9032514917?iid=255107341571&var=555934072157
BRAND NEW Samsung Galaxy S22 S22+ Plus S22 Ultra Unlocked smartphone BRAND NEW,https://www.ebay.com/p/21052288919?iid=374561295982&var=643541235036&rt=nc
New Sealed Samsung Galaxy A23 Smartphone 128GB Unlocked 4G Dual Sim All Colours,https://www.ebay.com/itm/325563369013?hash=item4bcd16c635:g:RlMAAOSwLcxkBfXC&var=514609629056
Samsung Galaxy S10 G973U 128GB - Choose Carrier - (Factory Unlocked) - Good -,https://www.ebay.com/p/6029467452?iid=255980958022&var=555904206605
,https://www.ebay.com/p/2323332005?iid=325187258206&var=514112633558
NEW UNLOCKED SAMSUNG GALAXY S20 ULTRA 5G SM-G988U 128GB BLACK GRAY GSM+CDMA,https://www.ebay.com/p/21036891491?iid=194520497966&var=495428148945
Samsung Galaxy S7 G930F 32GB Black White Gold Silver Unlocked - GOOD ⭐,https://www.ebay.com/itm/354047630744?epid=2282965401&hash=item526ee21d98:g:1w4AAOSwGKZidiqU&amdata=enc%3AAQAHAAAA4KcdvScJ8MF9rqCYmN1hrEW%2FYqqQvEbUA2nlVelt1vO255iX2RVOoDGcf0leOLXzmXj%2BVqHLPyAU4NibPA4bKYmLFIgG%2BlDxGYx3lsrbduqg5loqjcaeMkme%2B8wQCQ5ynTHW2QkWjUtip6T6WpOi93VizTehZOVIzfxSV4xJqI4xHWcxpGLPSILVA2%2BDLuwKj0aSmSN%2BVaArr%2BdiSe4UQYjgpwrPaviFrPQMrfRWRuI4WXipgHn2M%2F4wiH3v7D0GUsTVE29Io0SHc0DISTBJTCw%2Bkd8fcjOukbMcAnaHGR9u%7Ctkp%3ABFBMvO-jlelh&var=623409671509
Samsung Galaxy A13 5G SM-A136U - 64GB GSM Unlocked Smartphone - Black,https://www.ebay.com/itm/175552650160?epid=12052992671&hash=item28dfc0dbb0:g:ixwAAOSwmT1jrMIB&amdata=enc%3AAQAHAAAA4MhevH2hI1e%2B9qf9knqq2cBay5khHyKJMhhydCS0yKpLkFET6XOgT1PvEK1h78vP2XwZnp4pHXxc7dsWH6Z7f8%2B9PAW3vTU%2FFrtR7NX%2BghL%2Fr3%2Fu766wvTJD6z5NRg1rOyVwmLvMJvTfLw1V%2FWuWMDES9ZI3SDT201m6QD%2B0nrz%2Fhm0I%2B%2FgCMK83BxTseV6psvser9tWxhyUjWn%2FxZ2uDum0kVQTBazu7XwXS%2FkOQofUt6DkqTs7hVqceSttLy6ldscfPBCs3%2FMci0a2UFrXETm019f5SmPbGQLoGlZ%2BQKuv%7Ctkp%3ABFBMvO-jlelh
BRAND NEW Samsung Galaxy S20 S20 FE S20 + PLUS S20 ULTRA - 128GB - Unlocked,https://www.ebay.com/itm/374592073312?hash=item57376d6e60:g:VwIAAOSwbhNkIvOG&amdata=enc%3AAQAHAAAA4GaXSnyQpEqiiMwFii6Jt%2FpAl4zJcbCOB40Fz8MKeK9U0LcTVhCa5NUAZmaXiYEf%2BeyTyU7GnJHotXHajhCTGQOhqeMOEAaI8Ia%2BIXNMvQ2us8FgPSkykq%2FQFhSbjDUKKxNBp3qT5fS0S%2Bo1PTe8KZnPqpBPe%2FZbi0krahnffeAF4jMvShVSsUIzHVoAeTO%2FwJTm25XPmvVK4cZOLhy1lPkWBJ5NACRI4dAOp8D8mXWSquCX1aiJ2UIlD4Uz5Vx8y3trsPFuf0BTp4ioVOCvYUOQazmfy3BSzC%2BV%2BWMZBscG%7Ctkp%3ABFBMvO-jlelh&var=643577736895
SAMSUNG GALAXY A30s - 64GB - DUO SIM - ANDROID PHONE (2019) UNLOCKED - WHITE🔥,https://www.ebay.com/itm/175489083960?hash=item28dbf6ea38:g:BTgAAOSw20pkEc8e
SAMSUNG Galaxy S20 FE 5G *BULK NEW PRODUCT* 128GB Cloud Navy SM-G781U Smartphone,https://www.ebay.com/p/12041207169?iid=166010785314&rt=nc
NEW In Box Samsung Galaxy S9+ Plus G965U 64GB GSM Unlocked for AT&T & T-Mobile,https://www.ebay.com/itm/373122335779?hash=item56dfd30423:g:AGMAAOSwgM1f~aBp&var=641912033099
SAMSUNG GALAXY Z FLIP3 5G SM-F711U1 128GB │ 256GB (FACTORY UNLOCKED) ⚫️⚪️🟣❖O/B❖,https://www.ebay.com/itm/325435097405?hash=item4bc571813d:g:LK4AAOSwpf5jfUip&var=514611072899
BRAND NEW Samsung Galaxy S10 S10e S10 + Plus 128GB Unlocked smartphone BRAND NEW,https://www.ebay.com/p/23029472377?iid=374488803708&var=643447084049&rt=nc
Samsung S21 5G Unlocked G991U 128GB Spot,https://www.ebay.com/p/28043687656?iid=295015744706&var=593507402744
Samsung Galaxy A32 5G 64GB 6.5in LTE Black SM-A326 (Unlocked | T-Mobile | AT&T),https://www.ebay.com/p/23047000433?iid=275120753438&var=575397657371
Samsung Galaxy Note20 5G SM-N981U - 128GB - All Colors (T-Mobile) C Stock,https://www.ebay.com/itm/175242103849?hash=item28cd3e4c29:g:zq8AAOSwMzRiF680&var=474447306637
Samsung Galaxy S21 5G 128GB G991U - Unlocked Verizon AT&T Cricket T-Mobile Metro,https://www.ebay.com/p/6043698324?iid=255798953595&var=555735987571
Samsung Galaxy S8 SM-G950U 64GB (T-Mobile Verizon AT&T Unlocked) C Heavy Shadow,https://www.ebay.com/p/25030020992?iid=193337418932&var=493529180802
SAMSUNG GALAXY S20+ PLUS 5G 128 GB UNLOCKED - GREY BRAND NEW,https://www.ebay.com/p/4037820966?iid=256031868949&rt=nc
,https://www.ebay.com/itm/275506716399?epid=19031270053&hash=item40257adeef:g:-20AAOSw3KxkC6vM&amdata=enc%3AAQAHAAAA4KZVxHR6CBozdm2D2IaaIqXiGDe6P9hFIdmnQpqmTLAwAA6qv7qHk6QRDvyU3WDNG4flmfXrceMBLx%2FrKumYi%2BqVpPwCZxdYZi7zB8cZL0uJ%2Fp8FcqOLw7e8OMUIekMZ%2BgAD0T1VHsuwIRs235vO3duQXwxSuFqTIu0YJgPial8xk46QcET2mHwTpcmQkfbsdcVU3cmGU5Ol7q1bqYf9AGrpDuCebSDMzP25fGrGbLvD2QfixYyPZ%2F%2BjMW2v0IoruW8Tljpe08irks6LOpUdCxirDnnwSUie00VOkEFUX%2Fwz%7Ctkp%3ABFBMvu-jlelh&var=576385662466
Samsung Galaxy S21 5G Unlocked SM-G991U 128GB,https://www.ebay.com/itm/334454348912?epid=28043687656&hash=item4ddf085c70:g:cDsAAOSwCTZjcpUe&amdata=enc%3AAQAHAAAA4FKMlIJ5K3Dl5tKE7EEa5q6slc0rCCiUFn4Lxe%2BlYSlH1tobWFtiV1vDc%2BnP2bLKyT2bkXIm0zfSqnZjGHKs3rzbWWzjbMvn4vMZhIXE0KmJ%2BitlDNzJr%2Bjqv7NTgJuL2k8GUF0y8%2F1PuzNGY0eFPkFTiyAK%2BAz0gs49TJhNbF6BJPrq4vDUDCRrEQ5wMlcidxGALW0eGRpFr%2Fq8qjatFpvybz4eSbLBbXXd0x9ILApRNeDCF%2Fi%2BTzaJ0s5tVrJ1zEQSgn211ebiOM0aGVKjc4yaZBtQWTFs0kXSV2nV9mD5%7Ctkp%3ABFBMvu-jlelh&var=543471359911
